ENTITY_NAME*|*ENTITY_NUM*|*INITIAL_FILING_DATE*|*JURISDICTION*|*ENTITY_STATUS*|*STANDING_SOS*|*ENTITY_TYPE*|*FILING_TYPE*|*FOREIGN_NAME*|*STANDING_FTB*|*STANDING_VCFCF*|*STANDING_AGENT*|*SUSPENSION_DATE*|*LAST_SI_FILE_NUMBER*|*LAST_SI_FILE_DATE*|*PRINCIPAL_ADDRESS*|*PRINCIPAL_ADDRESS2*|*PRINCIPAL_CITY*|*PRINCIPAL_STATE*|*PRINCIPAL_COUNTRY*|*PRINCIPAL_POSTAL_CODE*|*MAILING_ADDRESS*|*MAILING_ADDRESS2*|*MAILING_ADDRESS3*|*MAILING_CITY*|*MAILING_STATE*|*MAILING_COUNTRY*|*MAILING_POSTAL_CODE*|*PRINCIPAL_ADDRESS_IN_CA*|*PRINCIPAL_ADDRESS2_IN_CA*|*PRINCIPAL_CITY_IN_CA*|*PRINCIPAL_STATE_IN_CA*|*PRINCIPAL_COUNTRY_IN_CA*|*PRINCIPAL_POSTAL_CODE_IN_CA*|*LLC_MANAGEMENT_STRUCTURE*|*TYPE_OF_BUSINESS
CareXM, LLC*|*B20250186864*|*06/30/2025*|*DELAWARE*|*Active*|*Good*|*Limited Liability Company - Out of State*|*Foreign*|**|*Good*|*Good*|*Good*|**|*BA20251398048*|*Jul  1 2025  3:56PM*|*7533 S CENTER VIEW CT # 4925*|**|*WEST JORDAN*|*UT*|*United States*|*84084*|*7533 S CENTER VIEW CT # 4925*|**|**|*WEST JORDAN*|*UT*|*United States*|*84084*|*2108 N ST*|*STE N*|*SACRAMENTO*|*CA*|*United States*|*95816*|**|*Any lawful purpose
Caring Hands Transport LLC*|*B20250187797*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251393145*|*Jul  1 2025 10:02AM*|*419 SHORELINE VILLAGE DR*|**|*LONG BEACH*|*CA*|*United States*|*90802*|*2108 N ST*|*STE N*|**|*SACRAMENTO*|*CA*|*United States*|*95816*|*419 SHORELINE VILLAGE DR*|**|*LONG BEACH*|*CA*|*United States*|*90802*|*All LLC Member(s)*|*The purpose of this organization includes, but is not limited to: provid
Carlsbad BIAL LLC*|*B20250186635*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*3222 DONLEY STREET*|**|*SAN DIEGO*|*CA*|*United States*|*92117*|*3222 DONLEY STREET*|**|**|*SAN DIEGO*|*CA*|*United States*|*92117*|**|**|**|**|**|**|*One Manager*|*
Carrillo ProWorks L.L.C.*|*B20250190463*|*07/03/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*4 CREEKSIDE DR UNIT 218*|**|*SAN MARCOS*|*CA*|*United States*|*92078*|*4 CREEKSIDE DR UNIT 218*|**|**|*SAN MARCOS*|*CA*|*United States*|*92078*|**|**|**|**|**|**|*One Manager*|*
Carrillo's Luxury Flooring Inc.*|*B20250187022*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251393634*|*Jul  1 2025 10:38AM*|*15921 MANZANITA HILL RD.*|**|*VALLEY CENTER*|*CA*|*United States*|*92082*|*15921 MANZANITA HILL RD.*|**|**|*VALLEY CENTER*|*CA*|*United States*|*92082*|**|**|**|**|**|**|**|*FLOORING
Carrington Foreclosure Services, LLC*|*B20250178291*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Name Reservation*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|*
Carswell Rakoobian Inc.*|*B20250190444*|*07/02/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251408934*|*Jul  3 2025  8:39AM*|*3000 BROAD STREET*|*STE 111*|*SAN LUIS OBISPO*|*CA*|*United States*|*93401*|*3000 BROAD STREET*|*STE 111*|**|*SAN LUIS OBISPO*|*CA*|*United States*|*93401*|*3000 BROAD STREET*|*STE 111*|*SAN LUIS OBISPO*|*CA*|*United States*|*93401*|**|*FOOD INDUSTRY
Carter Collective Inc*|*B20250192256*|*07/02/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*4831 DONNIE LYN WAY*|**|*CARMICHAEL*|*CA*|*United States*|*95608*|*4831 DONNIE LYN WAY*|**|**|*CARMICHAEL*|*CA*|*United States*|*95608*|**|**|**|**|**|**|**|*
Casa Azucar LLC*|*B20250191353*|*07/02/2025*|*CALIFORNIA*|*Active*|*Good*|*Name Reservation*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|*
Casa Cabo del Sol, LLC*|*B20250189521*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Name Reservation*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|*
CASA DE AVIVAMIENTO SALINAS*|*B20250190826*|*07/02/2025*|*CALIFORNIA*|*Active*|*Good*|*Nonprofit Corporation - CA - Religious*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251412726*|*Jul  3 2025  2:52PM*|*1122 E ALISAL ST*|**|*SALINAS*|*CA*|*United States*|*93905*|*1826 LANCASHIER DR*|**|**|*SALINAS*|*CA*|*United States*|*93906*|**|**|**|**|**|**|**|*
Casa de Luz y Jesus Corporation*|*B20250170851*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Nonprofit Corporation - CA - Religious*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*2001 TRUXTON AVE*|**|*BAKERSFIELD*|*CA*|*United States*|*93301*|*3801 BRISBANE AVE.*|**|**|*BAKERSFIELD*|*CA*|*United States*|*93313*|**|**|**|**|**|**|**|*
Casa Home Builders Inc*|*B20250189366*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*5632 VAN NUYS AVE #229*|**|*VAN NUYSA*|*CA*|*United States*|*91401*|*5632 VAN NUYS AVE #229*|**|**|*VAN NUYSA*|*CA*|*United States*|*91401*|**|**|**|**|**|**|**|*
Casas de Dominguez, LLC*|*B20250189685*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251410193*|*Jul  3 2025 10:51AM*|*617 WESTCOTT AVE*|**|*BALDWIN PARK*|*CA*|*United States*|*91706*|*617 WESTCOTT AVE*|**|**|*BALDWIN PARK*|*CA*|*United States*|*91706*|**|**|**|**|**|**|*One Manager*|*REAL ESTATE
Cascade Genetics, LLC*|*B20250188682*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1968 S. COAST HWY*|*#4623*|*LAGUNA BEACH*|*CA*|*United States*|*92651*|*1968 S. COAST HWY*|*#4623*|**|*LAGUNA BEACH*|*CA*|*United States*|*92651*|**|**|**|**|**|**|*More Than One Manager*|*
CASIMIRA LLC*|*B20250186484*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1550 TERILYN AVE*|**|*SAN JOSE*|*CA*|*United States*|*95122*|*1550 TERILYN AVE*|**|**|*SAN JOSE*|*CA*|*United States*|*95122*|**|**|**|**|**|**|*All LLC Member(s)*|*
CASINO PAVOREAL Inc.*|*B20250189863*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*17821 IDEAL PKWY*|**|*MANTECA*|*CA*|*United States*|*95336*|*17821 IDEAL PKWY*|**|**|*MANTECA*|*CA*|*United States*|*95336*|**|**|**|**|**|**|**|*
Casitas Blancas C.E. LLC*|*B20250190737*|*07/02/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*402 4TH ST*|**|*PACIFIC GROVE*|*CA*|*United States*|*93950*|*402 4TH ST*|**|**|*PACIFIC GROVE*|*CA*|*United States*|*93950*|**|**|**|**|**|**|*All LLC Member(s)*|*
CaSs Consulting LLC*|*B20250187412*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*4219 COSIRA COURT*|**|*SAN DIEGO*|*CA*|*United States*|*92124*|*4219 COSIRA COURT*|**|**|*SAN DIEGO*|*CA*|*United States*|*92124*|**|**|**|**|**|**|*All LLC Member(s)*|*
Cassia Relay*|*B20250192019*|*07/02/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*11254 CORNISH AVE*|**|*LYNWOOD*|*CA*|*United States*|*90262*|*11254 CORNISH AVE*|**|**|*LYNWOOD*|*CA*|*United States*|*90262*|**|**|**|**|**|**|**|*
CASTILLOS JD CONCRETE INC*|*B20250189511*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251405988*|*Jul  2 2025  3:27PM*|*65913 ESTRELLA AVE*|**|*DESERT HOT SPRINGS*|*CA*|*United States*|*92240*|*65913 ESTRELLA AVE*|**|**|*DESERT HOT SPRINGS*|*CA*|*United States*|*92240*|**|**|**|**|**|**|**|*CONCRETE
CASTRO 2 I CONSTRUCTION*|*B20250190817*|*07/02/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251410064*|*Jul  3 2025 10:40AM*|*10305 SAN MIGUEL AVE*|**|*SOUTH GATE*|*CA*|*United States*|*90280*|*10305 SAN MIGUEL AVE*|**|**|*SOUTH GATE*|*CA*|*United States*|*90280*|**|**|**|**|**|**|**|*CONSTRUCTION
Catalyst MedTech Search LLC*|*B20250190543*|*07/02/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*24953 OUTLOOK LANE*|**|*CARMEL*|*CA*|*United States*|*93923*|*24953 OUTLOOK LANE*|**|**|*CARMEL*|*CA*|*United States*|*93923*|**|**|**|**|**|**|*All LLC Member(s)*|*
Caterra Property 8, LLC*|*B20250187326*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251387850*|*Jun 30 2025  3:35PM*|*18422 JOCOTAL AVE*|**|*VILLA PARK*|*CA*|*United States*|*92861*|*18422 JOCOTAL AVE*|**|**|*VILLA PARK*|*CA*|*United States*|*92861*|**|**|**|**|**|**|*More Than One Manager*|*Real Estate
CB TRANZ*|*B20250189442*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251412163*|*Jul  3 2025  2:02PM*|*2319 AZALEA*|**|*SELMA*|*CA*|*United States*|*93662*|*2319 AZALEA*|**|**|*SELMA*|*CA*|*United States*|*93662*|**|**|**|**|**|**|**|*TRANSPORTATION
CBA6 LLC*|*B20250187957*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*2530 10TH ST STE 1*|**|*BERKELEY*|*CA*|*United States*|*94710*|*2530 10TH ST STE 1*|**|**|*BERKELEY*|*CA*|*United States*|*94710*|**|**|**|**|**|**|*One Manager*|*
CBM Janitorial Solutions LLC*|*B20250189318*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251411648*|*Jul  3 2025  1:13PM*|*1091 BUSH STREET*|*#601*|*SAN FRANCISCO*|*CA*|*United States*|*94109*|*5647 MADISON AVENUE*|*#7*|**|*RICHMOND*|*CA*|*United States*|*94804*|**|**|**|**|**|**|*All LLC Member(s)*|*Janitorial Service
CBR Group Inc*|*B20250190421*|*07/03/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*2843 GAVILAN DRIVE*|**|*SAN JOSE*|*CA*|*United States*|*95148*|*2843 GAVILAN DRIVE*|**|**|*SAN JOSE*|*CA*|*United States*|*95148*|**|**|**|**|**|**|**|*
CCDLK LLC*|*B20250180479*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*816 ALDEN LANE*|**|*LIVERMORE*|*CA*|*United States*|*94550*|*816 ALDEN LANE*|**|**|*LIVERMORE*|*CA*|*United States*|*94550*|**|**|**|**|**|**|*More Than One Manager*|*
CCI Development, LP*|*B20250187128*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Name Reservation*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|*
CDS ENTERPRISE, LLC*|*B20250189259*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251402852*|*Jul  2 2025 11:22AM*|*7320 FLORENCE AVE APT 11*|**|*DOWNEY*|*CA*|*United States*|*90240*|*7320 FLORENCE AVE APT 11*|**|**|*DOWNEY*|*CA*|*United States*|*90240*|**|**|**|**|**|**|*One Manager*|*LUMPING SERVICES
CDSM Staffing Solutions LP*|*B20250184507*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Partnership - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1200 HILLWOOD LOOP*|**|*LINCOLN*|*CA*|*United States*|*95648*|*1200 HILLWOOD LOOP*|**|**|*LINCOLN*|*CA*|*United States*|*95648*|**|**|**|**|**|**|**|*
CDVG Medical PC*|*B20250186458*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - Professional*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*563 S KENSINGTON RD*|**|*ORANGE*|*CA*|*United States*|*92869*|*563 S KENSINGTON RD*|**|**|*ORANGE*|*CA*|*United States*|*92869*|**|**|**|**|**|**|**|*
Cecilia Ornelas Medical Billing, LLC*|*B20250180565*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251388279*|*Jun 30 2025  4:00PM*|*3625 AUDUBON CT*|**|*BONITA*|*CA*|*United States*|*91902*|*3625 AUDUBON CT*|**|**|*BONITA*|*CA*|*United States*|*91902*|**|**|**|**|**|**|*One Manager*|*Billing Services
Cedar & Shine Cleaning Co. LLC*|*B20250188506*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*30768 MORGAN CANYON RD*|**|*PRATHER*|*CA*|*United States*|*93651*|*30768 MORGAN CANYON RD*|**|*30768 MORGAN CANYON RD*|*PRATHER*|*CA*|*United States*|*93651*|**|**|**|**|**|**|*One Manager*|*
Celeste Initiative*|*B20250180975*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Nonprofit Corporation - CA - Public Benefit*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*42 DIGBY ST*|**|*SAN FRANCISCO*|*CA*|*United States*|*94131*|*42 DIGBY ST*|**|**|*SAN FRANCISCO*|*CA*|*United States*|*94131*|**|**|**|**|**|**|**|*
Celeste Productions LLC*|*B20250188959*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251415546*|*Jul  4 2025  2:03PM*|*1068 NORMANDY HILL LN*|**|*ENCINITAS*|*CA*|*United States*|*92024*|*1068 NORMANDY HILL LN*|**|**|*ENCINITAS*|*CA*|*United States*|*92024*|**|**|**|**|**|**|*One Manager*|*Production Company
Celestial Core Inc.*|*B20250192039*|*07/02/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251414224*|*Jul  3 2025  7:51PM*|*19295 E. WALNUT DRIVE #108*|**|*CITY OF INDUSTRY*|*CA*|*United States*|*91748*|*19295 E. WALNUT DRIVE #108*|**|**|*CITY OF INDUSTRY*|*CA*|*United States*|*91748*|**|**|**|**|**|**|**|*ANY LAWFUL PURPOSE
Cencal Live Scan Services LLC*|*B20250187458*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*2186 BELLEVUE RD*|**|*ATWATER*|*CA*|*United States*|*95301*|*2186 BELLEVUE RD*|**|**|*ATWATER*|*CA*|*United States*|*95301*|**|**|**|**|**|**|*One Manager*|*
Centameta LLC*|*B20250190882*|*07/02/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*248 3RD STREET*|*1228*|*OAKLAND*|*CA*|*United States*|*94607*|*248 3RD STREET*|*1228*|**|*OAKLAND*|*CA*|*United States*|*94607*|**|**|**|**|**|**|*All LLC Member(s)*|*
CENTENNIAL AGGREGATE INC*|*B20250188074*|*06/30/2025*|*DELAWARE*|*Active*|*Good*|*Stock Corporation - Out of State - Stock*|*Foreign*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1209 ORANGE STREET*|**|*WILMINGTON*|*DE*|*United States*|*19801*|*1209 ORANGE STREET*|**|**|*WILMINGTON*|*DE*|*United States*|*19801*|*330 N BRAND BLVD*|*SUITE 700*|*GLENDALE*|*CA*|*United States*|*91203*|**|*
CENTENNIAL CONCRETE COMPANY*|*B20250187682*|*06/30/2025*|*DELAWARE*|*Active*|*Good*|*Stock Corporation - Out of State - Stock*|*Foreign*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1209 ORANGE STREET*|**|*WILMINGTON*|*DE*|*United States*|*19801*|*1209 ORANGE STREET*|**|**|*WILMINGTON*|*DE*|*United States*|*19801*|*330 N BRAND BLVD*|*SUITE 700*|*GLENDALE*|*CA*|*United States*|*91203*|**|*
Centennial Concrete Company*|*B20250186673*|*06/30/2025*|*DELAWARE*|*Terminated*|*Good*|*Nonprofit Corporation - Out of State*|*Foreign*|**|*Good*|*Good*|*Good*|*2025-06-30 14:59:15.577*|**|*Jan  1 1900 12:00AM*|*1209 ORANGE STREET*|**|*WILMINGTON*|*DE*|*United States*|*19801*|*330 N BRAND BLVD*|*SUITE 700*|**|*GLENDALE*|*CA*|*United States*|*91203*|*330 N BRAND BLVD*|*SUITE 700*|*GLENDALE*|*CA*|*United States*|*91203*|**|*
Center of Strength Physical Therapy and Wellness, P.C.*|*B20250184066*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - Professional*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251403963*|*Jul  2 2025 12:43PM*|*1401 21ST STE R*|**|*SACRAMENTO*|*CA*|*United States*|*95811*|*1401 21ST STE R*|**|**|*SACRAMENTO*|*CA*|*United States*|*95811*|**|**|**|**|**|**|**|*Physical Therapy and Wellness
Central Strength Gym LLC*|*B20250187712*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*10200 REGAN ST*|**|*SAN JOSE*|*CA*|*United States*|*95127*|*10200 REGAN ST*|**|**|*SAN JOSE*|*CA*|*United States*|*95127*|**|**|**|**|**|**|*All LLC Member(s)*|*
Central Valley Equipment Services Inc*|*B20250186877*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Name Reservation*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|*
CERDA ATMS LLC*|*B20250187637*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*6259 N VISTA AVE*|**|*FRESNO*|*CA*|*United States*|*93722*|*6259 N VISTA AVE*|**|**|*FRESNO*|*CA*|*United States*|*93722*|**|**|**|**|**|**|*All LLC Member(s)*|*
CEREMONIA MATCHA BAR LLC*|*B20250187729*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*27451 ECHO CANYON CT*|**|*CORONA*|*CA*|*United States*|*92883*|*27451 ECHO CANYON CT*|**|**|*CORONA*|*CA*|*United States*|*92883*|**|**|**|**|**|**|*One Manager*|*
Ceres West Manufactured Housing Community, LLC*|*B20250189776*|*07/01/2025*|*DELAWARE*|*Active*|*Good*|*Limited Liability Company - Out of State*|*Foreign*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*6653 EMBARCADERO DRIVE, STE C*|**|*STOCKTON*|*CA*|*United States*|*95219*|*6653 EMBARCADERO DRIVE, STE C*|**|**|*STOCKTON*|*CA*|*United States*|*95219*|*6653 EMBARCADERO DRIVE, STE C*|**|*STOCKTON*|*CA*|*United States*|*95219*|**|*
Cerritos 26 LLC*|*B20250186982*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251394133*|*Jul  1 2025 11:12AM*|*2100 W BEVERLY BLVD*|**|*MONTEBELLO*|*CA*|*United States*|*90640*|*2100 W BEVERLY BLVD*|**|**|*MONTEBELLO*|*CA*|*United States*|*90640*|*2100 W BEVERLY BLVD*|**|*MONTEBELLO*|*CA*|*United States*|*90640*|*More Than One Manager*|*Real Estate
Certified Premier Architectural LLC*|*B20250187989*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Name Reservation*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|*
CES MARBLE*|*B20250188258*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*2220 87TH AVE*|**|*OAKLAND*|*CA*|*United States*|*94605*|*2220 87TH AVE*|**|**|*OAKLAND*|*CA*|*United States*|*94605*|**|**|**|**|**|**|**|*
Cesar Rosales Painting, Inc.*|*B20250189174*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251402696*|*Jul  2 2025 11:10AM*|*2031 MARKET AVE*|*APT #111*|*SAN PABLO*|*CA*|*United States*|*94806*|*2031 MARKET AVE*|*APT #111*|**|*SAN PABLO*|*CA*|*United States*|*94806*|**|**|**|**|**|**|**|*PAINTING AND DECORATING
CF LWS Hawthorne AB LLC*|*B20250188501*|*07/01/2025*|*DELAWARE*|*Active*|*Good*|*Limited Liability Company - Out of State*|*Foreign*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*127 WASHINGTON AVE*|*WEST BUILDING LOWER LEVEL*|*NORTH HAVEN*|*CT*|*United States*|*06473*|*127 WASHINGTON AVE*|*WEST BUILDING LOWER LEVEL*|**|*NORTH HAVEN*|*CT*|*United States*|*06473*|*150 W IOWA AVE*|*STE 104*|*SUNNYVALE*|*CA*|*United States*|*94086*|**|*
CF LWS LONG BEACH AB LLC*|*B20250188465*|*07/01/2025*|*DELAWARE*|*Active*|*Good*|*Limited Liability Company - Out of State*|*Foreign*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*127 WASHINGTON AVE*|*WEST BUILDING LOWER LEVEL*|*NORTH HAVEN*|*CT*|*United States*|*06473*|*127 WASHINGTON AVE*|*WEST BUILDING LOWER LEVEL*|**|*NORTH HAVEN*|*CT*|*United States*|*06473*|*150 W IOWA AVE*|*STE 104*|*SUNNYVALE*|*CA*|*United States*|*94086*|**|*
CF LWS San Diego AB LLC*|*B20250188472*|*07/01/2025*|*DELAWARE*|*Active*|*Good*|*Limited Liability Company - Out of State*|*Foreign*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*127 WASHINGTON AVE*|*WEST BUILDING LOWER LEVEL*|*NORTH HAVEN*|*CT*|*United States*|*06473*|*127 WASHINGTON AVE*|*WEST BUILDING LOWER LEVEL*|**|*NORTH HAVEN*|*CT*|*United States*|*06473*|*150 W IOWA AVE*|*STE 104*|*SUNNYVALE*|*CA*|*United States*|*97086*|**|*
CF LWS Santa Clarita AB LLC*|*B20250188490*|*07/01/2025*|*DELAWARE*|*Active*|*Good*|*Limited Liability Company - Out of State*|*Foreign*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*127 WASHINGTON AVE*|*WEST BUILDING LOWER LEVEL*|*NORTH HAVEN*|*CT*|*United States*|*06473*|*127 WASHINGTON AVE*|*WEST BUILDING LOWER LEVEL*|**|*NORTH HAVEN*|*CT*|*United States*|*06473*|*150 W IOWA AVE*|*STE 104*|*SUNNYVALE*|*CA*|*United States*|*94086*|**|*
CF LWS Torrance AB LLC*|*B20250189021*|*07/01/2025*|*DELAWARE*|*Active*|*Good*|*Limited Liability Company - Out of State*|*Foreign*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*127 WASHINGTON AVE*|*WEST BUILDING LOWER LEVEL*|*NORTH HAVEN*|*CT*|*United States*|*06473*|*127 WASHINGTON AVE*|*WEST BUILDING LOWER LEVEL*|**|*NORTH HAVEN*|*CT*|*United States*|*06473*|*150 WEST IOWA AVE*|*SUITE 104*|*SUNNYVALE*|*CA*|*United States*|*94086*|**|*
